OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,SalesPersonID,OrderStatus
O1379,12/26/2025,C1013,P1063,2,782.02,0.18,E113,Delivered
O1380,8/23/2024,C1104,P1031,1,1486.93,0.02,E110,Pending
O1381,5/2/2024,C1083,P1009,3,531.51,0.08,E104,Pending
O1382,12/13/2025,C1046,P1007,5,1287.98,0.03,E114,Returned
O1383,1/17/2025,C1151,P1034,1,1364.48,0.14,E106,Pending
O1384,11/4/2025,C1031,P1042,1,605.34,0.04,E101,Returned
O1385,2/2/2024,C1113,P1051,5,525.3,0.02,E105,Returned
O1386,6/12/2024,C1188,P1026,5,419.55,0.1,E114,Delivered
O1387,6/9/2024,C1142,P1044,5,1283.96,0.18,E102,Returned
O1388,1/7/2025,C1088,P1056,2,743.06,0.01,E106,Returned
O1389,5/27/2024,C1131,P1098,5,217.77,0.1,E112,Returned
O1390,12/27/2025,C1118,P1064,4,835.83,0.05,E102,Returned
O1391,4/4/2024,C1104,P1071,2,1040.55,0.01,E109,Returned
O1392,5/27/2024,C1017,P1071,3,251.95,0.11,E112,Returned
O1393,4/15/2025,C1187,P1066,1,1429.92,0.07,E106,Returned
O1394,5/27/2024,C1007,P1053,2,1174.41,0.05,E104,Returned
O1395,11/23/2025,C1018,P1002,3,244.71,0.02,E109,Returned
O1396,10/16/2025,C1033,P1022,1,1249.65,0.01,E102,Pending
O1397,8/22/2025,C1057,P1071,3,1037.51,0.16,E109,Returned
O1398,9/7/2025,C1021,P1029,5,1246.72,0.12,E114,Delivered
O1399,5/20/2024,C1110,P1026,5,616.69,0.17,E114,Returned
O1400,10/29/2025,C1090,P1089,5,867.72,0.12,E100,Delivered
O1401,9/26/2025,C1038,P1098,5,862.79,0.1,E103,Returned
O1402,2/26/2025,C1137,P1097,3,695.96,0.1,E109,Pending
O1403,7/3/2024,C1012,P1009,1,540.82,0.13,E104,Delivered
O1404,10/9/2024,C1020,P1009,3,1369.25,0.08,E107,Delivered
O1405,2/5/2025,C1110,P1043,4,1332.47,0.03,E107,Pending
O1406,9/9/2024,C1018,P1046,2,435.05,0.06,E105,Pending
O1407,1/17/2024,C1052,P1091,1,82.92,0.07,E100,Delivered
O1408,4/2/2025,C1019,P1073,2,1231.95,0.06,E111,Pending
O1409,9/13/2025,C1015,P1016,3,1229.61,0.01,E109,Returned
O1410,1/11/2024,C1003,P1093,5,723.35,0.04,E102,Returned
O1411,9/14/2024,C1153,P1031,3,375.6,0.04,E103,Returned
O1412,4/2/2024,C1155,P1084,3,1015,0.1,E113,Returned
O1413,5/24/2024,C1003,P1021,4,1024.65,0.07,E110,Returned
O1414,9/26/2024,C1160,P1045,5,1375.83,0.09,E107,Delivered
O1415,10/30/2025,C1116,P1084,1,286.25,0.01,E108,Pending
O1416,1/22/2025,C1113,P1100,3,453.33,0.13,E111,Pending
O1417,9/7/2025,C1178,P1010,3,391.99,0.07,E102,Delivered
O1418,7/17/2024,C1133,P1055,3,40.29,0.2,E113,Returned
O1419,11/27/2025,C1189,P1096,3,1250.12,0.15,E104,Pending
O1420,2/23/2025,C1175,P1097,4,550.64,0.06,E111,Returned
O1421,8/15/2024,C1188,P1087,2,495.66,0.04,E112,Pending
O1422,7/2/2024,C1151,P1008,4,1412.31,0.15,E107,Delivered
O1423,6/12/2025,C1121,P1089,5,1113.77,0.19,E112,Delivered
O1424,8/13/2025,C1100,P1051,1,420.85,0.14,E101,Pending
O1425,4/20/2024,C1164,P1039,1,1400.81,0.16,E111,Returned
O1426,5/31/2024,C1113,P1034,1,331.98,0.01,E101,Pending
O1427,1/20/2025,C1133,P1059,5,1214.46,0.11,E101,Delivered
O1428,6/5/2025,C1084,P1091,2,1109.38,0.13,E114,Returned
O1429,3/22/2025,C1156,P1080,4,275.39,0.01,E112,Returned
O1430,4/24/2025,C1000,P1090,3,1215.26,0.13,E114,Returned
O1431,2/7/2025,C1168,P1076,4,374.01,0.03,E111,Returned
O1432,9/12/2024,C1166,P1031,3,1312.23,0.15,E100,Pending
O1433,9/28/2024,C1109,P1080,3,1297.12,0.05,E107,Returned
O1434,3/7/2024,C1139,P1026,1,475.78,0.05,E102,Pending
O1435,3/1/2024,C1132,P1025,2,1258.24,0.03,E114,Pending
O1436,12/26/2024,C1138,P1036,2,1254.89,0.04,E100,Delivered
O1437,11/10/2025,C1100,P1007,1,940.48,0.13,E107,Delivered
O1438,8/3/2024,C1147,P1010,5,699.09,0.06,E114,Returned
O1439,8/21/2024,C1150,P1062,1,751.93,0.08,E103,Delivered
O1440,9/4/2025,C1052,P1070,4,1106.63,0.09,E112,Delivered
O1441,11/14/2025,C1096,P1025,1,303.44,0.19,E106,Delivered
O1442,2/21/2024,C1022,P1070,5,69.69,0.07,E111,Returned
O1443,7/1/2025,C1061,P1084,4,95.77,0.13,E106,Pending
O1444,6/24/2025,C1015,P1026,2,934.56,0.19,E114,Returned
O1445,9/2/2024,C1166,P1080,2,1336.75,0.12,E110,Delivered
O1446,8/17/2024,C1100,P1022,5,1056.79,0.18,E102,Delivered
O1447,8/6/2024,C1169,P1053,3,262.07,0.15,E107,Pending
O1448,4/24/2024,C1117,P1100,4,245.06,0.07,E104,Pending
O1449,1/17/2024,C1160,P1020,3,899.25,0.04,E105,Delivered
O1450,10/29/2025,C1126,P1016,4,442.23,0.13,E107,Returned
O1451,1/14/2025,C1166,P1007,2,42.76,0.06,E100,Returned
O1452,9/2/2025,C1031,P1006,4,1386.43,0.11,E106,Returned
O1453,1/12/2024,C1197,P1088,3,1430.35,0.1,E112,Delivered
O1454,8/15/2025,C1043,P1074,2,820.58,0.08,E100,Returned
O1455,8/9/2024,C1043,P1091,2,759.19,0.03,E107,Returned
O1456,11/17/2025,C1085,P1094,1,137.32,0.2,E113,Returned
O1457,4/28/2024,C1163,P1050,1,1044.38,0.14,E103,Returned
O1458,5/27/2025,C1143,P1070,1,408.26,0.05,E109,Pending
O1459,6/27/2024,C1026,P1083,3,298.57,0.17,E105,Pending
O1460,6/3/2024,C1090,P1079,2,742.34,0.04,E108,Delivered
O1461,11/8/2024,C1044,P1029,2,56.61,0.15,E101,Pending
O1462,12/20/2025,C1177,P1056,4,1434.42,0.04,E109,Returned
O1463,9/1/2025,C1084,P1090,3,892.33,0.04,E102,Delivered
O1464,10/29/2024,C1160,P1066,4,627.62,0.15,E103,Delivered
O1465,11/11/2025,C1153,P1006,4,249.6,0.1,E101,Delivered
O1466,4/7/2024,C1185,P1055,5,1059.44,0.12,E113,Returned
O1467,11/24/2024,C1005,P1058,3,848.44,0.08,E110,Returned
O1468,11/17/2025,C1117,P1092,1,1261.86,0.13,E111,Pending
O1469,11/24/2025,C1140,P1057,1,1036.19,0.09,E102,Delivered
O1470,10/2/2024,C1062,P1061,2,678.72,0.14,E113,Delivered
O1471,5/7/2025,C1141,P1015,3,1436.24,0.11,E103,Delivered
O1472,4/30/2024,C1160,P1019,5,431.68,0.16,E107,Returned
O1473,7/15/2024,C1062,P1052,5,438.97,0.09,E105,Delivered
O1474,12/18/2025,C1180,P1073,3,388.25,0.05,E112,Pending
O1475,7/16/2024,C1062,P1099,3,891.84,0.09,E108,Pending
O1476,2/22/2025,C1090,P1026,4,282.97,0.07,E102,Returned
O1477,9/17/2024,C1192,P1060,1,1375.62,0.07,E114,Pending
O1478,6/6/2024,C1060,P1061,1,1320.83,0.11,E112,Pending
O1479,3/5/2025,C1153,P1035,1,732.8,0.18,E111,Pending
O1480,3/19/2025,C1185,P1075,1,1114.65,0.02,E101,Returned
O1481,3/22/2025,C1050,P1076,2,530.96,0.09,E114,Returned
O1482,2/5/2024,C1170,P1075,1,320.23,0.09,E113,Returned
O1483,10/29/2024,C1160,P1013,1,1365.15,0.1,E113,Pending
O1484,3/30/2024,C1090,P1054,3,1055.77,0.13,E112,Pending
O1485,7/8/2024,C1072,P1036,2,1196.43,0.14,E106,Delivered
O1486,12/1/2024,C1109,P1083,3,1291.48,0.01,E106,Returned
O1487,3/14/2024,C1158,P1056,2,1459.16,0,E100,Pending
O1488,9/18/2024,C1079,P1082,3,598.82,0.14,E104,Returned
O1489,7/8/2025,C1021,P1033,2,1165.38,0.02,E102,Delivered
O1490,5/27/2025,C1010,P1078,5,368.86,0.07,E109,Pending
O1491,2/15/2024,C1050,P1062,3,48.89,0.08,E102,Returned
O1492,7/28/2025,C1013,P1067,2,1396.44,0.18,E113,Delivered
O1493,7/15/2025,C1058,P1076,2,1292.62,0.18,E104,Pending
O1494,4/14/2024,C1146,P1054,3,913.09,0.14,E107,Returned
O1495,7/23/2025,C1130,P1088,3,1212.02,0.18,E114,Returned
O1496,6/7/2025,C1110,P1040,1,186.01,0.15,E105,Returned
O1497,7/19/2024,C1153,P1035,4,1226.29,0.1,E104,Delivered
O1498,11/19/2024,C1079,P1092,2,155.74,0.17,E111,Pending
O1499,7/4/2025,C1032,P1060,4,980.16,0.09,E110,Delivered
O1500,6/15/2025,C1098,P1023,4,1229.06,0.1,E109,Returned
O1501,10/7/2025,C1185,P1047,1,668.35,0.2,E109,Returned
O1502,4/9/2024,C1195,P1063,1,782.6,0.07,E104,Delivered
O1503,11/2/2025,C1012,P1081,5,1489.87,0.08,E101,Pending
O1504,5/29/2024,C1031,P1050,3,576.57,0.18,E102,Returned
O1505,2/10/2025,C1027,P1043,5,461.56,0.05,E114,Returned
O1506,6/11/2025,C1098,P1100,4,78.64,0.01,E103,Delivered
O1507,7/31/2024,C1132,P1078,5,1244.48,0.18,E110,Pending
O1508,1/22/2025,C1163,P1060,4,1313.23,0.11,E105,Pending
O1509,1/22/2024,C1083,P1066,2,750.85,0.09,E102,Delivered
O1510,4/3/2025,C1056,P1012,4,1256.35,0.1,E104,Pending
O1511,3/27/2025,C1041,P1020,1,817.04,0.08,E104,Returned
O1512,10/15/2025,C1059,P1013,1,640.06,0.05,E108,Delivered
O1513,2/7/2024,C1136,P1017,2,295.44,0.13,E112,Delivered
O1514,6/19/2025,C1008,P1045,4,371.04,0.18,E100,Delivered
O1515,6/29/2025,C1013,P1005,2,324.59,0.12,E110,Delivered
O1516,9/19/2024,C1086,P1081,4,606.86,0.16,E101,Delivered
O1517,11/29/2025,C1137,P1044,2,650.58,0.1,E101,Delivered
O1518,7/6/2025,C1170,P1003,2,1263.12,0.13,E103,Delivered
O1519,1/20/2025,C1154,P1066,1,963.82,0.05,E101,Delivered
O1520,9/5/2025,C1087,P1005,3,918.9,0.15,E111,Delivered
O1521,6/14/2024,C1049,P1076,2,825.08,0.09,E100,Delivered
O1522,5/14/2024,C1194,P1054,3,533.45,0.13,E109,Delivered
O1523,4/20/2024,C1124,P1079,5,344.69,0.12,E114,Delivered
O1524,3/28/2025,C1075,P1080,3,743.67,0.08,E106,Returned
O1525,2/2/2025,C1139,P1090,4,1225.01,0.09,E102,Delivered
O1526,9/8/2025,C1048,P1040,4,438.42,0.07,E100,Pending
O1527,2/6/2024,C1002,P1012,2,1329.57,0.11,E106,Delivered
O1528,10/19/2024,C1024,P1098,1,948.97,0.19,E102,Pending
O1529,3/12/2024,C1115,P1048,4,985.05,0.07,E110,Returned
O1530,10/23/2024,C1116,P1010,5,950.91,0.17,E114,Pending
O1531,1/27/2024,C1061,P1100,5,1439.18,0.16,E110,Returned
O1532,11/2/2024,C1092,P1094,5,798.48,0.03,E112,Returned
O1533,11/26/2024,C1197,P1069,3,819.67,0.09,E108,Delivered
O1534,6/29/2025,C1129,P1065,1,1408.01,0.12,E110,Delivered
O1535,9/21/2025,C1176,P1072,2,372.41,0.03,E105,Pending
O1536,10/27/2024,C1018,P1030,4,1426.15,0.17,E108,Pending
O1537,7/7/2025,C1140,P1084,2,228.65,0.18,E101,Pending
O1538,12/31/2025,C1036,P1084,4,625.21,0.01,E113,Returned
O1539,10/12/2025,C1017,P1071,2,1466.34,0.14,E106,Delivered
O1540,7/19/2024,C1149,P1065,3,87.56,0.16,E104,Returned
O1541,7/27/2024,C1107,P1040,2,771.96,0.18,E103,Delivered
O1542,5/18/2025,C1014,P1005,2,1158.44,0.16,E106,Returned
O1543,8/25/2025,C1005,P1017,4,1239.13,0.06,E107,Delivered
O1544,6/30/2025,C1053,P1014,5,1162.85,0.12,E114,Delivered
O1545,6/21/2024,C1036,P1013,5,110.97,0.01,E105,Pending
O1546,6/16/2024,C1161,P1077,4,595.15,0.07,E102,Delivered
O1547,3/23/2025,C1111,P1084,5,1116.38,0.07,E107,Delivered
O1548,7/15/2025,C1008,P1005,3,1012.57,0.02,E101,Delivered
O1549,11/16/2025,C1083,P1037,5,759.01,0.06,E108,Pending
O1550,10/20/2025,C1164,P1023,3,112.68,0.02,E105,Delivered
O1551,2/22/2025,C1129,P1045,5,895.51,0.15,E109,Delivered
O1552,4/16/2024,C1088,P1071,5,760.59,0.11,E105,Pending
O1553,10/9/2025,C1119,P1019,5,829.34,0.05,E101,Returned
O1554,11/20/2025,C1037,P1030,3,1193.54,0.13,E101,Delivered
O1555,4/25/2025,C1154,P1060,4,1342.54,0.03,E113,Pending
O1556,9/26/2025,C1010,P1096,5,138.72,0.06,E104,Delivered
O1557,12/9/2025,C1064,P1054,1,1093.75,0.07,E103,Delivered
O1558,3/23/2024,C1141,P1002,2,1004.63,0.13,E114,Delivered
O1559,1/10/2024,C1077,P1024,5,1249.05,0.07,E112,Delivered
O1560,8/6/2025,C1137,P1057,4,747.84,0.08,E114,Delivered
O1561,5/2/2024,C1188,P1076,3,643.7,0.01,E111,Returned
O1562,5/2/2025,C1151,P1066,5,293.89,0,E100,Pending
O1563,11/30/2024,C1012,P1011,4,1180.45,0.03,E113,Returned
O1564,8/19/2024,C1020,P1055,1,894.64,0.18,E102,Pending
O1565,1/7/2024,C1070,P1096,4,1186.35,0.07,E113,Delivered
O1566,11/14/2025,C1001,P1045,2,200.22,0.03,E103,Pending
O1567,2/17/2025,C1016,P1074,2,1177.78,0.16,E106,Returned
O1568,1/15/2025,C1171,P1035,4,306.9,0.07,E100,Delivered
O1569,1/8/2025,C1050,P1041,5,1296.67,0.05,E113,Returned
O1570,11/17/2025,C1029,P1046,4,741.96,0.09,E106,Delivered
O1571,11/22/2025,C1019,P1024,2,81.54,0.01,E101,Delivered
O1572,7/9/2025,C1183,P1091,1,327.21,0,E114,Pending
O1573,10/24/2024,C1193,P1070,1,886.84,0.13,E108,Pending
O1574,7/28/2024,C1027,P1043,3,55.27,0.14,E109,Delivered
O1575,9/16/2025,C1174,P1067,1,800.74,0.16,E112,Returned
O1576,2/7/2024,C1134,P1017,2,1346.37,0.05,E106,Delivered
O1577,5/2/2024,C1174,P1065,2,1356.29,0.18,E103,Pending
O1578,1/6/2025,C1098,P1018,3,1456.18,0.01,E104,Returned
O1579,9/13/2024,C1173,P1010,1,614.23,0.13,E105,Delivered
O1580,5/20/2024,C1042,P1072,1,561.2,0.02,E108,Delivered
O1581,8/16/2024,C1090,P1057,3,499.61,0.02,E102,Delivered
O1582,10/27/2024,C1070,P1012,5,1457.14,0.18,E101,Returned
O1583,1/9/2024,C1015,P1078,1,1485.95,0.01,E107,Returned
O1584,6/6/2025,C1102,P1065,3,286.83,0.11,E102,Pending
O1585,8/7/2025,C1112,P1081,5,1193.02,0.02,E112,Returned
O1586,4/23/2024,C1153,P1015,1,472.2,0.08,E111,Returned
O1587,6/20/2024,C1050,P1061,2,536.33,0.06,E107,Pending
O1588,11/18/2025,C1130,P1015,5,844.78,0.08,E105,Pending
O1589,10/13/2025,C1014,P1027,4,567.06,0.06,E111,Pending
O1590,6/27/2024,C1083,P1050,4,678.06,0.02,E110,Returned
O1591,3/1/2025,C1136,P1053,2,271.96,0.1,E113,Delivered
O1592,6/3/2025,C1116,P1075,4,1109.1,0.04,E111,Delivered
O1593,12/24/2024,C1150,P1092,2,910.26,0,E106,Returned
O1594,4/10/2025,C1180,P1006,5,1231.96,0.17,E111,Returned
O1595,1/23/2024,C1107,P1072,1,613.58,0.15,E114,Returned
O1596,5/25/2024,C1143,P1014,3,187.18,0.13,E114,Returned
O1597,6/18/2024,C1130,P1067,3,914.35,0.03,E110,Pending
O1598,5/28/2025,C1020,P1059,1,1429.48,0.17,E113,Pending
O1599,6/1/2025,C1034,P1062,1,407.13,0.05,E113,Pending
O1600,3/13/2025,C1009,P1027,2,1117.89,0.08,E101,Delivered
O1601,12/6/2025,C1108,P1081,3,773.84,0.14,E103,Returned
O1602,11/14/2025,C1166,P1029,2,140.38,0.2,E108,Delivered
O1603,2/28/2025,C1190,P1058,3,206.31,0.13,E105,Delivered
O1604,8/16/2024,C1126,P1057,1,242.72,0.06,E101,Pending
O1605,9/16/2024,C1040,P1032,5,1485.47,0.15,E100,Pending
O1606,7/12/2024,C1081,P1048,3,1479.64,0.07,E108,Delivered
O1607,1/15/2025,C1011,P1024,1,644.43,0.16,E105,Returned
O1608,10/5/2024,C1122,P1054,5,203.05,0.09,E104,Pending
O1609,12/4/2025,C1059,P1041,1,1247.84,0.13,E101,Delivered
O1610,10/2/2025,C1103,P1062,4,881.51,0.17,E111,Returned
O1611,2/18/2025,C1123,P1023,1,360.6,0.19,E108,Returned
O1612,7/3/2024,C1174,P1016,3,117.46,0.05,E101,Pending
O1613,7/25/2024,C1078,P1083,5,127.58,0.07,E100,Returned
O1614,12/26/2025,C1180,P1042,5,790.72,0.04,E113,Delivered
O1615,3/12/2025,C1129,P1075,3,771.63,0.19,E112,Returned
O1616,9/29/2024,C1055,P1048,1,1255.39,0.12,E104,Delivered
O1617,5/21/2025,C1124,P1095,5,239.67,0.14,E106,Delivered
O1618,12/1/2024,C1151,P1037,3,856.54,0.15,E106,Returned
O1619,1/1/2024,C1044,P1037,3,1425.1,0.11,E113,Delivered
O1620,11/4/2025,C1168,P1042,5,1339.51,0.16,E105,Returned
O1621,8/7/2025,C1129,P1055,5,48.67,0.16,E110,Returned
O1622,8/15/2025,C1030,P1050,5,1023.02,0,E105,Pending
O1623,1/28/2024,C1143,P1071,4,735.42,0.19,E108,Pending
O1624,2/26/2025,C1180,P1036,2,29.36,0.18,E113,Returned
O1625,1/20/2024,C1000,P1042,3,187.63,0.07,E113,Pending
O1626,7/16/2025,C1043,P1063,3,1479.87,0.16,E101,Pending
O1627,1/22/2024,C1134,P1096,4,356.44,0.04,E100,Delivered
O1628,6/1/2025,C1161,P1071,1,288.75,0.15,E100,Pending
O1629,1/6/2025,C1118,P1082,2,1190.38,0.09,E111,Returned
O1630,8/7/2024,C1094,P1099,5,868.89,0.17,E110,Delivered
O1631,6/29/2024,C1030,P1068,5,970.22,0.04,E107,Returned
O1632,8/11/2024,C1132,P1029,1,700.72,0.06,E112,Returned
O1633,5/21/2024,C1169,P1003,3,984.11,0.04,E108,Returned
O1634,8/14/2024,C1190,P1044,4,112.62,0.06,E103,Delivered
O1635,6/22/2025,C1118,P1017,3,868.67,0.09,E104,Pending
O1636,4/20/2024,C1132,P1016,3,1314.89,0.18,E113,Returned
O1637,11/21/2025,C1183,P1025,2,887.64,0.08,E105,Pending
O1638,4/9/2025,C1153,P1037,4,936.13,0.12,E113,Returned
O1639,8/9/2024,C1158,P1028,3,1031.7,0.13,E103,Pending
O1640,8/5/2025,C1007,P1040,1,427.89,0.06,E107,Pending
O1641,3/28/2024,C1006,P1033,5,938.52,0.11,E102,Pending
O1642,2/19/2024,C1020,P1088,3,422.6,0.01,E108,Returned
O1643,12/14/2025,C1004,P1078,1,767.47,0.05,E113,Delivered
O1644,6/11/2025,C1195,P1069,5,39.84,0.06,E106,Pending
O1645,10/7/2024,C1165,P1100,4,1333.02,0.16,E100,Pending
O1646,12/30/2025,C1135,P1022,3,1346.57,0.15,E106,Returned
O1647,11/1/2024,C1007,P1036,2,1010.12,0.06,E102,Returned
O1648,7/29/2025,C1144,P1096,2,512.48,0.03,E107,Returned
O1649,2/17/2025,C1068,P1089,4,293.31,0.18,E114,Returned
O1650,2/4/2024,C1024,P1058,2,359.06,0.17,E112,Pending
O1651,9/17/2025,C1189,P1074,5,112.67,0.19,E104,Delivered
O1652,1/12/2024,C1167,P1082,5,1088.94,0.14,E108,Delivered
O1653,4/22/2025,C1159,P1060,1,944.71,0.19,E105,Delivered
O1654,3/19/2025,C1149,P1073,4,376.23,0.12,E107,Delivered
O1655,8/9/2024,C1024,P1098,3,1499.92,0.17,E104,Returned
O1656,4/16/2025,C1144,P1057,3,1350.81,0.14,E112,Returned
O1657,11/14/2025,C1196,P1070,1,579.27,0.15,E100,Delivered
O1658,12/16/2025,C1199,P1083,2,341.02,0.15,E110,Delivered
O1659,2/3/2024,C1126,P1020,4,629.2,0,E102,Delivered
O1660,10/3/2025,C1148,P1060,1,485.04,0.09,E106,Returned
O1661,4/15/2024,C1193,P1028,4,1255.77,0.17,E110,Returned
O1662,1/22/2025,C1003,P1048,2,684.14,0.2,E101,Delivered
O1663,11/22/2025,C1007,P1005,5,740.43,0.07,E112,Returned
O1664,8/10/2025,C1138,P1092,4,464.19,0.17,E100,Delivered
O1665,9/16/2024,C1056,P1073,3,562.59,0.01,E108,Returned
O1666,12/11/2025,C1185,P1090,1,746.14,0.02,E100,Pending
O1667,7/14/2024,C1170,P1074,3,257.33,0.12,E103,Delivered
O1668,3/7/2025,C1158,P1078,3,592.52,0.07,E104,Pending
O1669,4/30/2024,C1174,P1017,4,1243.27,0.11,E113,Delivered
O1670,2/28/2024,C1048,P1007,5,70.5,0.14,E108,Returned
O1671,5/19/2024,C1130,P1099,3,721.21,0.05,E110,Returned
O1672,12/31/2025,C1162,P1062,4,160.21,0.13,E102,Pending
O1673,1/1/2025,C1111,P1021,3,175.88,0,E105,Delivered
O1674,4/8/2024,C1180,P1071,3,851.73,0.18,E103,Delivered
O1675,9/6/2024,C1009,P1044,2,1245.46,0.01,E114,Returned
O1676,12/7/2025,C1001,P1031,3,1111.05,0.19,E113,Pending
O1677,2/8/2024,C1067,P1090,1,488.99,0.19,E105,Delivered
O1678,5/6/2025,C1164,P1028,1,352.01,0.14,E112,Delivered
O1679,7/8/2025,C1049,P1019,4,321.43,0.07,E112,Delivered
O1680,4/20/2024,C1007,P1037,4,686.33,0.04,E112,Delivered
O1681,1/12/2025,C1189,P1070,5,851.19,0.03,E107,Pending
O1682,11/23/2024,C1094,P1079,2,1114.54,0.12,E102,Pending
O1683,1/8/2024,C1175,P1097,2,71.7,0.12,E100,Returned
O1684,7/18/2024,C1089,P1018,1,47.38,0.09,E104,Pending
O1685,12/30/2025,C1023,P1060,1,135.33,0.1,E101,Delivered
O1686,1/19/2025,C1058,P1054,5,1405.41,0.16,E112,Pending
O1687,6/17/2024,C1033,P1005,1,534.02,0.15,E100,Pending
O1688,10/26/2024,C1135,P1068,4,689.01,0.14,E106,Returned
O1689,7/4/2024,C1148,P1077,2,123.56,0.12,E104,Delivered
O1690,6/1/2025,C1180,P1096,4,488.48,0.1,E102,Delivered
O1691,4/18/2024,C1068,P1095,5,68.52,0.08,E106,Pending
O1692,8/12/2024,C1132,P1038,5,348,0.12,E112,Delivered
O1693,4/15/2024,C1036,P1079,1,709.34,0.14,E101,Pending
O1694,11/22/2025,C1065,P1098,1,202.74,0.15,E102,Returned
O1695,7/17/2024,C1000,P1088,3,93.85,0.09,E102,Delivered
O1696,8/11/2024,C1140,P1050,3,1124.91,0.01,E104,Returned
O1697,4/28/2024,C1177,P1059,5,509.22,0.09,E101,Pending
O1698,3/28/2025,C1046,P1065,1,451.12,0.13,E110,Delivered
O1699,12/11/2025,C1058,P1098,5,1071.17,0.07,E107,Delivered
O1700,10/20/2024,C1124,P1072,4,1105.44,0.05,E108,Pending
O1701,5/19/2025,C1161,P1097,1,1117.37,0.18,E105,Delivered
O1702,10/17/2025,C1072,P1079,4,221.99,0.02,E114,Delivered
O1703,11/13/2025,C1028,P1098,5,587.9,0.11,E111,Pending
O1704,12/23/2025,C1143,P1067,1,207.01,0.18,E109,Pending
O1705,8/31/2025,C1088,P1058,2,1151.86,0.08,E110,Pending
O1706,10/29/2025,C1173,P1049,1,781.44,0.02,E112,Pending
O1707,10/10/2024,C1136,P1052,1,580.47,0.05,E110,Delivered
O1708,5/7/2025,C1008,P1025,1,1056.25,0.03,E111,Pending
O1709,10/15/2025,C1081,P1035,1,180.33,0.09,E112,Returned
O1710,12/8/2024,C1028,P1021,3,130,0.02,E103,Returned
O1711,9/5/2025,C1052,P1029,3,1110.73,0.16,E105,Delivered
O1712,6/29/2025,C1180,P1058,2,189.67,0.02,E104,Returned
O1713,11/30/2025,C1173,P1039,4,402.53,0.14,E114,Pending
O1714,3/3/2024,C1121,P1043,3,649,0.13,E105,Delivered
O1715,12/16/2024,C1017,P1008,4,496.36,0.06,E108,Delivered
O1716,5/26/2025,C1006,P1036,5,614.57,0.01,E113,Delivered
O1717,11/17/2024,C1087,P1021,3,1296.99,0.07,E109,Returned
O1718,6/23/2025,C1036,P1028,3,1018.96,0.08,E100,Delivered
O1719,5/19/2024,C1174,P1077,5,509.01,0.01,E105,Delivered
O1720,1/6/2024,C1019,P1081,1,1486.51,0.07,E108,Pending
O1721,5/21/2025,C1134,P1036,1,1198.49,0.16,E105,Delivered
O1722,7/18/2024,C1166,P1034,1,1080.24,0.03,E100,Returned
O1723,2/15/2025,C1151,P1074,5,128.2,0.1,E100,Pending
O1724,7/5/2024,C1074,P1047,1,1410.3,0.19,E105,Returned
O1725,6/3/2024,C1068,P1086,4,554.42,0.18,E104,Returned
O1726,3/13/2024,C1080,P1040,1,658.36,0.07,E113,Returned
O1727,4/4/2024,C1055,P1050,2,448.19,0.08,E104,Delivered
O1728,3/7/2024,C1096,P1074,1,1153,0.16,E100,Pending
O1729,2/10/2025,C1117,P1094,1,965.19,0.04,E105,Delivered
O1730,12/20/2025,C1084,P1036,1,744.93,0.12,E113,Returned
O1731,5/11/2024,C1113,P1074,5,373.2,0.1,E107,Returned
O1732,4/11/2024,C1171,P1004,5,974.82,0.14,E110,Returned
O1733,7/28/2025,C1054,P1009,3,1393.6,0.02,E100,Returned
O1734,11/18/2024,C1056,P1099,5,941.31,0.17,E103,Delivered
O1735,12/22/2025,C1127,P1007,1,265.22,0.13,E111,Pending
O1736,10/7/2024,C1185,P1004,2,943.52,0.09,E110,Returned
O1737,5/12/2024,C1055,P1074,4,1493.56,0.1,E100,Delivered
O1738,4/20/2025,C1127,P1026,3,432.76,0.08,E100,Delivered
O1739,10/22/2025,C1152,P1030,3,386.6,0.2,E109,Pending
O1740,7/25/2024,C1071,P1059,4,1145.33,0.08,E104,Returned
O1741,8/29/2025,C1064,P1008,5,642.66,0.18,E105,Pending
O1742,6/7/2025,C1148,P1052,1,711.29,0.11,E111,Delivered
O1743,5/23/2024,C1054,P1072,2,350.23,0.15,E111,Returned
O1744,1/7/2024,C1158,P1051,5,1206.98,0.16,E109,Delivered
O1745,1/29/2025,C1029,P1081,4,1335.46,0.17,E104,Delivered
O1746,7/23/2025,C1091,P1022,4,286.66,0.17,E104,Delivered
O1747,4/8/2024,C1155,P1060,1,1014.67,0.11,E107,Delivered
O1748,4/13/2025,C1132,P1074,3,456.02,0.11,E102,Returned
O1749,6/26/2024,C1174,P1036,5,727.72,0.2,E102,Returned
O1750,7/15/2025,C1060,P1009,1,97.94,0.17,E104,Pending
O1751,3/20/2025,C1026,P1075,1,448.91,0.11,E113,Delivered
O1752,8/17/2024,C1100,P1005,4,280.81,0.08,E110,Delivered
O1753,1/29/2025,C1161,P1064,4,104.9,0.14,E112,Delivered
O1754,3/13/2025,C1059,P1053,1,1423.32,0.1,E102,Returned
O1755,4/27/2025,C1087,P1061,3,1387.77,0.12,E101,Delivered
O1756,3/12/2024,C1128,P1086,4,707.41,0.06,E101,Pending
O1757,6/4/2025,C1153,P1054,3,505.13,0.11,E105,Delivered
O1758,3/10/2024,C1174,P1037,1,1243.53,0.13,E100,Returned
